id,text,isAllDay,isRecommended,isSynced,idGoogleEvent,createdAt,updatedAt,endAt,startAt,idType
1338,Morning Joy,0,0,0,,2022-03-09 14:27:16.146,2022-03-09 14:27:16.146,2022-03-22 09:00:00,2022-03-22 07:00:00,125
1339,Morning Joy,0,0,0,,2022-03-09 14:27:16.154,2022-03-09 14:27:16.154,2022-03-23 09:00:00,2022-03-23 07:00:00,125
1340,Morning Joy,0,0,0,,2022-03-09 14:27:16.163,2022-03-09 14:27:16.163,2022-03-24 09:00:00,2022-03-24 07:00:00,125
1341,Morning Joy,0,0,0,,2022-03-09 14:27:16.175,2022-03-09 14:27:16.175,2022-03-25 09:00:00,2022-03-25 07:00:00,125
1342,Morning Joy,0,0,0,,2022-03-09 14:27:16.201,2022-03-09 14:27:16.201,2022-03-28 09:00:00,2022-03-28 07:00:00,125
1343,Morning Joy,0,0,0,,2022-03-09 14:27:16.209,2022-03-09 14:27:16.209,2022-03-29 09:00:00,2022-03-29 07:00:00,125
1344,Morning Joy,0,0,0,,2022-03-09 14:27:16.217,2022-03-09 14:27:16.217,2022-03-30 09:00:00,2022-03-30 07:00:00,125
1345,Morning Joy,0,0,0,,2022-03-09 14:27:16.225,2022-03-09 14:27:16.225,2022-03-31 09:00:00,2022-03-31 07:00:00,125
1346,Morning Joy,0,0,0,,2022-03-09 14:27:16.236,2022-03-09 14:27:16.236,2022-04-01 09:00:00,2022-04-01 07:00:00,125
1347,Morning Joy,0,0,0,,2022-03-09 14:27:16.245,2022-03-09 14:27:16.245,2022-04-04 09:00:00,2022-04-04 07:00:00,125
1348,Morning Joy,0,0,0,,2022-03-09 14:27:16.253,2022-03-09 14:27:16.253,2022-04-05 09:00:00,2022-04-05 07:00:00,125
1349,Morning Joy,0,0,0,,2022-03-09 14:27:16.263,2022-03-09 14:27:16.263,2022-04-06 09:00:00,2022-04-06 07:00:00,125
1350,Morning Joy,0,0,0,,2022-03-09 14:27:16.27,2022-03-09 14:27:16.27,2022-04-07 09:00:00,2022-04-07 07:00:00,125
1351,Morning Joy,0,0,0,,2022-03-09 14:27:16.281,2022-03-09 14:27:16.281,2022-04-08 09:00:00,2022-04-08 07:00:00,125
1352,Morning Joy,0,0,0,,2022-03-09 14:27:16.288,2022-03-09 14:27:16.288,2022-04-11 09:00:00,2022-04-11 07:00:00,125
1353,Morning Joy,0,0,0,,2022-03-09 14:27:16.302,2022-03-09 14:27:16.302,2022-04-12 09:00:00,2022-04-12 07:00:00,125
1354,Morning Joy,0,0,0,,2022-03-09 14:27:16.326,2022-03-09 14:27:16.326,2022-04-13 09:00:00,2022-04-13 07:00:00,125
1355,Morning Joy,0,0,0,,2022-03-09 14:27:16.336,2022-03-09 14:27:16.336,2022-04-14 09:00:00,2022-04-14 07:00:00,125
1356,Morning Joy,0,0,0,,2022-03-09 14:27:16.35,2022-03-09 14:27:16.35,2022-04-15 09:00:00,2022-04-15 07:00:00,125
1357,Morning Joy,0,0,0,,2022-03-09 14:27:16.359,2022-03-09 14:27:16.359,2022-04-18 09:00:00,2022-04-18 07:00:00,125
1358,Morning Joy,0,0,0,,2022-03-09 14:27:16.371,2022-03-09 14:27:16.371,2022-04-19 09:00:00,2022-04-19 07:00:00,125
1359,Morning Joy,0,0,0,,2022-03-09 14:27:16.386,2022-03-09 14:27:16.386,2022-04-20 09:00:00,2022-04-20 07:00:00,125
1360,Morning Joy,0,0,0,,2022-03-09 14:27:16.394,2022-03-09 14:27:16.394,2022-04-21 09:00:00,2022-04-21 07:00:00,125
1361,Morning Joy,0,0,0,,2022-03-09 14:27:16.402,2022-03-09 14:27:16.402,2022-04-22 09:00:00,2022-04-22 07:00:00,125
1362,Morning Joy,0,0,0,,2022-03-09 14:27:16.409,2022-03-09 14:27:16.409,2022-04-25 09:00:00,2022-04-25 07:00:00,125
1363,Morning Joy,0,0,0,,2022-03-09 14:27:16.422,2022-03-09 14:27:16.422,2022-04-26 09:00:00,2022-04-26 07:00:00,125
1364,Morning Joy,0,0,0,,2022-03-09 14:27:16.43,2022-03-09 14:27:16.43,2022-04-27 09:00:00,2022-04-27 07:00:00,125
1365,Morning Joy,0,0,0,,2022-03-09 14:27:16.438,2022-03-09 14:27:16.438,2022-04-28 09:00:00,2022-04-28 07:00:00,125
1366,Morning Joy,0,0,0,,2022-03-09 14:27:16.446,2022-03-09 14:27:16.446,2022-04-29 09:00:00,2022-04-29 07:00:00,125
1367,Morning Joy,0,0,0,,2022-03-09 14:27:16.454,2022-03-09 14:27:16.454,2022-05-02 09:00:00,2022-05-02 07:00:00,125
1368,Morning Joy,0,0,0,,2022-03-09 14:27:16.461,2022-03-09 14:27:16.461,2022-05-03 09:00:00,2022-05-03 07:00:00,125
1369,Morning Joy,0,0,0,,2022-03-09 14:27:16.473,2022-03-09 14:27:16.473,2022-05-04 09:00:00,2022-05-04 07:00:00,125
1370,Morning Joy,0,0,0,,2022-03-09 14:27:16.48,2022-03-09 14:27:16.48,2022-05-05 09:00:00,2022-05-05 07:00:00,125
1371,Morning Joy,0,0,0,,2022-03-09 14:27:16.488,2022-03-09 14:27:16.488,2022-05-06 09:00:00,2022-05-06 07:00:00,125
1372,Morning Joy,0,0,0,,2022-03-09 14:27:16.496,2022-03-09 14:27:16.496,2022-05-09 09:00:00,2022-05-09 07:00:00,125
1373,Morning Joy,0,0,0,,2022-03-09 14:27:16.503,2022-03-09 14:27:16.503,2022-05-10 09:00:00,2022-05-10 07:00:00,125
1374,Morning Joy,0,0,0,,2022-03-09 14:27:16.518,2022-03-09 14:27:16.518,2022-05-11 09:00:00,2022-05-11 07:00:00,125
1375,Morning Joy,0,0,0,,2022-03-09 14:27:16.526,2022-03-09 14:27:16.526,2022-05-12 09:00:00,2022-05-12 07:00:00,125
1376,Morning Joy,0,0,0,,2022-03-09 14:27:16.537,2022-03-09 14:27:16.537,2022-05-13 09:00:00,2022-05-13 07:00:00,125
1377,Night Routine,0,0,0,,2022-03-09 14:27:27.386,2022-03-09 14:27:27.386,2022-03-09 22:00:00,2022-03-09 21:00:00,127
1378,Night Routine,0,0,0,,2022-03-09 14:27:27.396,2022-03-09 14:27:27.396,2022-03-10 22:00:00,2022-03-10 21:00:00,127
1379,Night Routine,0,0,0,,2022-03-09 14:27:27.404,2022-03-09 14:27:27.404,2022-03-11 22:00:00,2022-03-11 21:00:00,127
1380,Night Routine,0,0,0,,2022-03-09 14:27:27.414,2022-03-09 14:27:27.414,2022-03-12 22:00:00,2022-03-12 21:00:00,127
1381,Night Routine,0,0,0,,2022-03-09 14:27:27.422,2022-03-09 14:27:27.422,2022-03-13 23:00:00,2022-03-13 22:00:00,127
1382,Night Routine,0,0,0,,2022-03-09 14:27:27.434,2022-03-09 14:27:27.434,2022-03-14 23:00:00,2022-03-14 22:00:00,127
1383,Night Routine,0,0,0,,2022-03-09 14:27:27.442,2022-03-09 14:27:27.442,2022-03-15 23:00:00,2022-03-15 22:00:00,127
1384,Night Routine,0,0,0,,2022-03-09 14:27:27.456,2022-03-09 14:27:27.456,2022-03-16 23:00:00,2022-03-16 22:00:00,127
1385,Night Routine,0,0,0,,2022-03-09 14:27:27.464,2022-03-09 14:27:27.464,2022-03-17 23:00:00,2022-03-17 22:00:00,127
1386,Night Routine,0,0,0,,2022-03-09 14:27:27.471,2022-03-09 14:27:27.471,2022-03-18 23:00:00,2022-03-18 22:00:00,127
1387,Night Routine,0,0,0,,2022-03-09 14:27:27.479,2022-03-09 14:27:27.479,2022-03-19 23:00:00,2022-03-19 22:00:00,127
1388,Night Routine,0,0,0,,2022-03-09 14:27:27.486,2022-03-09 14:27:27.486,2022-03-20 23:00:00,2022-03-20 22:00:00,127
1389,Night Routine,0,0,0,,2022-03-09 14:27:27.495,2022-03-09 14:27:27.495,2022-03-21 23:00:00,2022-03-21 22:00:00,127
1390,Night Routine,0,0,0,,2022-03-09 14:27:27.502,2022-03-09 14:27:27.502,2022-03-22 23:00:00,2022-03-22 22:00:00,127
1391,Night Routine,0,0,0,,2022-03-09 14:27:27.509,2022-03-09 14:27:27.509,2022-03-23 23:00:00,2022-03-23 22:00:00,127
1392,Night Routine,0,0,0,,2022-03-09 14:27:27.525,2022-03-09 14:27:27.525,2022-03-24 23:00:00,2022-03-24 22:00:00,127
1393,Night Routine,0,0,0,,2022-03-09 14:27:27.532,2022-03-09 14:27:27.532,2022-03-25 23:00:00,2022-03-25 22:00:00,127
1394,Night Routine,0,0,0,,2022-03-09 14:27:27.54,2022-03-09 14:27:27.54,2022-03-26 23:00:00,2022-03-26 22:00:00,127
1395,Night Routine,0,0,0,,2022-03-09 14:27:27.546,2022-03-09 14:27:27.546,2022-03-27 23:00:00,2022-03-27 22:00:00,127
1396,Night Routine,0,0,0,,2022-03-09 14:27:27.553,2022-03-09 14:27:27.553,2022-03-28 23:00:00,2022-03-28 22:00:00,127
1397,Night Routine,0,0,0,,2022-03-09 14:27:27.56,2022-03-09 14:27:27.56,2022-03-29 23:00:00,2022-03-29 22:00:00,127
1398,Night Routine,0,0,0,,2022-03-09 14:27:27.568,2022-03-09 14:27:27.568,2022-03-30 23:00:00,2022-03-30 22:00:00,127
1399,Night Routine,0,0,0,,2022-03-09 14:27:27.576,2022-03-09 14:27:27.576,2022-03-31 23:00:00,2022-03-31 22:00:00,127
1400,Night Routine,0,0,0,,2022-03-09 14:27:27.582,2022-03-09 14:27:27.582,2022-04-01 23:00:00,2022-04-01 22:00:00,127
1401,Night Routine,0,0,0,,2022-03-09 14:27:27.589,2022-03-09 14:27:27.589,2022-04-02 23:00:00,2022-04-02 22:00:00,127
1402,Night Routine,0,0,0,,2022-03-09 14:27:27.596,2022-03-09 14:27:27.596,2022-04-03 23:00:00,2022-04-03 22:00:00,127
1403,Night Routine,0,0,0,,2022-03-09 14:27:27.603,2022-03-09 14:27:27.603,2022-04-04 23:00:00,2022-04-04 22:00:00,127
1404,Night Routine,0,0,0,,2022-03-09 14:27:27.613,2022-03-09 14:27:27.613,2022-04-05 23:00:00,2022-04-05 22:00:00,127
1405,Night Routine,0,0,0,,2022-03-09 14:27:27.621,2022-03-09 14:27:27.621,2022-04-06 23:00:00,2022-04-06 22:00:00,127
1406,Night Routine,0,0,0,,2022-03-09 14:27:27.627,2022-03-09 14:27:27.627,2022-04-07 23:00:00,2022-04-07 22:00:00,127
1407,Night Routine,0,0,0,,2022-03-09 14:27:27.634,2022-03-09 14:27:27.634,2022-04-08 23:00:00,2022-04-08 22:00:00,127
1408,Night Routine,0,0,0,,2022-03-09 14:27:27.641,2022-03-09 14:27:27.641,2022-04-09 23:00:00,2022-04-09 22:00:00,127
1409,Night Routine,0,0,0,,2022-03-09 14:27:27.648,2022-03-09 14:27:27.648,2022-04-10 23:00:00,2022-04-10 22:00:00,127
1410,Night Routine,0,0,0,,2022-03-09 14:27:27.655,2022-03-09 14:27:27.655,2022-04-11 23:00:00,2022-04-11 22:00:00,127
1411,Night Routine,0,0,0,,2022-03-09 14:27:27.661,2022-03-09 14:27:27.661,2022-04-12 23:00:00,2022-04-12 22:00:00,127
1412,Night Routine,0,0,0,,2022-03-09 14:27:27.669,2022-03-09 14:27:27.669,2022-04-13 23:00:00,2022-04-13 22:00:00,127
1413,Night Routine,0,0,0,,2022-03-09 14:27:27.676,2022-03-09 14:27:27.676,2022-04-14 23:00:00,2022-04-14 22:00:00,127
1414,Night Routine,0,0,0,,2022-03-09 14:27:27.682,2022-03-09 14:27:27.682,2022-04-15 23:00:00,2022-04-15 22:00:00,127
1415,Night Routine,0,0,0,,2022-03-09 14:27:27.691,2022-03-09 14:27:27.691,2022-04-16 23:00:00,2022-04-16 22:00:00,127
1416,Night Routine,0,0,0,,2022-03-09 14:27:27.698,2022-03-09 14:27:27.698,2022-04-17 23:00:00,2022-04-17 22:00:00,127
1417,Night Routine,0,0,0,,2022-03-09 14:27:27.705,2022-03-09 14:27:27.705,2022-04-18 23:00:00,2022-04-18 22:00:00,127
1418,Night Routine,0,0,0,,2022-03-09 14:27:27.712,2022-03-09 14:27:27.712,2022-04-19 23:00:00,2022-04-19 22:00:00,127
1419,Night Routine,0,0,0,,2022-03-09 14:27:27.719,2022-03-09 14:27:27.719,2022-04-20 23:00:00,2022-04-20 22:00:00,127
1420,Night Routine,0,0,0,,2022-03-09 14:27:27.726,2022-03-09 14:27:27.726,2022-04-21 23:00:00,2022-04-21 22:00:00,127
1421,Night Routine,0,0,0,,2022-03-09 14:27:27.732,2022-03-09 14:27:27.732,2022-04-22 23:00:00,2022-04-22 22:00:00,127
1422,Night Routine,0,0,0,,2022-03-09 14:27:27.741,2022-03-09 14:27:27.741,2022-04-23 23:00:00,2022-04-23 22:00:00,127
1423,Night Routine,0,0,0,,2022-03-09 14:27:27.747,2022-03-09 14:27:27.747,2022-04-24 23:00:00,2022-04-24 22:00:00,127
1424,Night Routine,0,0,0,,2022-03-09 14:27:27.754,2022-03-09 14:27:27.754,2022-04-25 23:00:00,2022-04-25 22:00:00,127
1425,Night Routine,0,0,0,,2022-03-09 14:27:27.763,2022-03-09 14:27:27.763,2022-04-26 23:00:00,2022-04-26 22:00:00,127
1426,Night Routine,0,0,0,,2022-03-09 14:27:27.771,2022-03-09 14:27:27.771,2022-04-27 23:00:00,2022-04-27 22:00:00,127
1427,Night Routine,0,0,0,,2022-03-09 14:27:27.777,2022-03-09 14:27:27.777,2022-04-28 23:00:00,2022-04-28 22:00:00,127
1428,Night Routine,0,0,0,,2022-03-09 14:27:27.784,2022-03-09 14:27:27.784,2022-04-29 23:00:00,2022-04-29 22:00:00,127
1429,Night Routine,0,0,0,,2022-03-09 14:27:27.794,2022-03-09 14:27:27.794,2022-04-30 23:00:00,2022-04-30 22:00:00,127
1430,Night Routine,0,0,0,,2022-03-09 14:27:27.801,2022-03-09 14:27:27.801,2022-05-01 23:00:00,2022-05-01 22:00:00,127
1431,Night Routine,0,0,0,,2022-03-09 14:27:27.809,2022-03-09 14:27:27.809,2022-05-02 23:00:00,2022-05-02 22:00:00,127
1432,Night Routine,0,0,0,,2022-03-09 14:27:27.823,2022-03-09 14:27:27.823,2022-05-03 23:00:00,2022-05-03 22:00:00,127
1433,Night Routine,0,0,0,,2022-03-09 14:27:27.83,2022-03-09 14:27:27.83,2022-05-04 23:00:00,2022-05-04 22:00:00,127
1434,Night Routine,0,0,0,,2022-03-09 14:27:27.838,2022-03-09 14:27:27.838,2022-05-05 23:00:00,2022-05-05 22:00:00,127
1435,Night Routine,0,0,0,,2022-03-09 14:27:27.846,2022-03-09 14:27:27.846,2022-05-06 23:00:00,2022-05-06 22:00:00,127
1436,Night Routine,0,0,0,,2022-03-09 14:27:27.853,2022-03-09 14:27:27.853,2022-05-07 23:00:00,2022-05-07 22:00:00,127
1437,Night Routine,0,0,0,,2022-03-09 14:27:27.86,2022-03-09 14:27:27.86,2022-05-08 23:00:00,2022-05-08 22:00:00,127
1438,Night Routine,0,0,0,,2022-03-09 14:27:27.866,2022-03-09 14:27:27.866,2022-05-09 23:00:00,2022-05-09 22:00:00,127
1439,Morning Routine,0,0,0,,2022-03-09 14:27:28.505,2022-03-09 14:27:28.505,2022-03-09 10:00:00,2022-03-09 08:00:00,127
1440,Morning Routine,0,0,0,,2022-03-09 14:27:28.514,2022-03-09 14:27:28.514,2022-03-10 10:00:00,2022-03-10 08:00:00,127
1441,Morning Routine,0,0,0,,2022-03-09 14:27:28.531,2022-03-09 14:27:28.531,2022-03-11 10:00:00,2022-03-11 08:00:00,127
1442,Morning Routine,0,0,0,,2022-03-09 14:27:28.54,2022-03-09 14:27:28.54,2022-03-12 10:00:00,2022-03-12 08:00:00,127
1443,Morning Routine,0,0,0,,2022-03-09 14:27:28.549,2022-03-09 14:27:28.548,2022-03-13 11:00:00,2022-03-13 09:00:00,127
1444,Morning Routine,0,0,0,,2022-03-09 14:27:28.559,2022-03-09 14:27:28.559,2022-03-14 11:00:00,2022-03-14 09:00:00,127
1445,Morning Routine,0,0,0,,2022-03-09 14:27:28.571,2022-03-09 14:27:28.571,2022-03-15 11:00:00,2022-03-15 09:00:00,127
1446,Morning Routine,0,0,0,,2022-03-09 14:27:28.58,2022-03-09 14:27:28.58,2022-03-16 11:00:00,2022-03-16 09:00:00,127
1447,Morning Routine,0,0,0,,2022-03-09 14:27:28.587,2022-03-09 14:27:28.587,2022-03-17 11:00:00,2022-03-17 09:00:00,127
1448,Morning Routine,0,0,0,,2022-03-09 14:27:28.594,2022-03-09 14:27:28.594,2022-03-18 11:00:00,2022-03-18 09:00:00,127
1449,Morning Routine,0,0,0,,2022-03-09 14:27:28.601,2022-03-09 14:27:28.601,2022-03-19 11:00:00,2022-03-19 09:00:00,127
1450,Morning Routine,0,0,0,,2022-03-09 14:27:28.608,2022-03-09 14:27:28.608,2022-03-20 11:00:00,2022-03-20 09:00:00,127
1451,Morning Routine,0,0,0,,2022-03-09 14:27:28.615,2022-03-09 14:27:28.615,2022-03-21 11:00:00,2022-03-21 09:00:00,127
1452,Morning Routine,0,0,0,,2022-03-09 14:27:28.623,2022-03-09 14:27:28.623,2022-03-22 11:00:00,2022-03-22 09:00:00,127
1453,Morning Routine,0,0,0,,2022-03-09 14:27:28.63,2022-03-09 14:27:28.63,2022-03-23 11:00:00,2022-03-23 09:00:00,127
1454,Morning Routine,0,0,0,,2022-03-09 14:27:28.637,2022-03-09 14:27:28.637,2022-03-24 11:00:00,2022-03-24 09:00:00,127
1455,Morning Routine,0,0,0,,2022-03-09 14:27:28.644,2022-03-09 14:27:28.644,2022-03-25 11:00:00,2022-03-25 09:00:00,127
1456,Morning Routine,0,0,0,,2022-03-09 14:27:28.651,2022-03-09 14:27:28.651,2022-03-26 11:00:00,2022-03-26 09:00:00,127
1457,Morning Routine,0,0,0,,2022-03-09 14:27:28.658,2022-03-09 14:27:28.658,2022-03-27 11:00:00,2022-03-27 09:00:00,127
1458,Morning Routine,0,0,0,,2022-03-09 14:27:28.665,2022-03-09 14:27:28.665,2022-03-28 11:00:00,2022-03-28 09:00:00,127
1459,Morning Routine,0,0,0,,2022-03-09 14:27:28.673,2022-03-09 14:27:28.673,2022-03-29 11:00:00,2022-03-29 09:00:00,127
1460,Morning Routine,0,0,0,,2022-03-09 14:27:28.68,2022-03-09 14:27:28.68,2022-03-30 11:00:00,2022-03-30 09:00:00,127
1461,Morning Routine,0,0,0,,2022-03-09 14:27:28.687,2022-03-09 14:27:28.687,2022-03-31 11:00:00,2022-03-31 09:00:00,127
1462,Morning Routine,0,0,0,,2022-03-09 14:27:28.697,2022-03-09 14:27:28.697,2022-04-01 11:00:00,2022-04-01 09:00:00,127
1463,Morning Routine,0,0,0,,2022-03-09 14:27:28.704,2022-03-09 14:27:28.704,2022-04-02 11:00:00,2022-04-02 09:00:00,127
1464,Morning Routine,0,0,0,,2022-03-09 14:27:28.711,2022-03-09 14:27:28.711,2022-04-03 11:00:00,2022-04-03 09:00:00,127
1465,Morning Routine,0,0,0,,2022-03-09 14:27:28.763,2022-03-09 14:27:28.763,2022-04-04 11:00:00,2022-04-04 09:00:00,127
1466,Morning Routine,0,0,0,,2022-03-09 14:27:28.778,2022-03-09 14:27:28.778,2022-04-05 11:00:00,2022-04-05 09:00:00,127
1467,Morning Routine,0,0,0,,2022-03-09 14:27:28.786,2022-03-09 14:27:28.786,2022-04-06 11:00:00,2022-04-06 09:00:00,127
1468,Morning Routine,0,0,0,,2022-03-09 14:27:28.794,2022-03-09 14:27:28.794,2022-04-07 11:00:00,2022-04-07 09:00:00,127
1469,Morning Routine,0,0,0,,2022-03-09 14:27:28.804,2022-03-09 14:27:28.804,2022-04-08 11:00:00,2022-04-08 09:00:00,127
1470,Morning Routine,0,0,0,,2022-03-09 14:27:28.815,2022-03-09 14:27:28.815,2022-04-09 11:00:00,2022-04-09 09:00:00,127
1471,Morning Routine,0,0,0,,2022-03-09 14:27:28.824,2022-03-09 14:27:28.824,2022-04-10 11:00:00,2022-04-10 09:00:00,127
1472,Morning Routine,0,0,0,,2022-03-09 14:27:28.831,2022-03-09 14:27:28.831,2022-04-11 11:00:00,2022-04-11 09:00:00,127
1473,Morning Routine,0,0,0,,2022-03-09 14:27:28.842,2022-03-09 14:27:28.842,2022-04-12 11:00:00,2022-04-12 09:00:00,127
1474,Morning Routine,0,0,0,,2022-03-09 14:27:28.853,2022-03-09 14:27:28.853,2022-04-13 11:00:00,2022-04-13 09:00:00,127
1475,Morning Routine,0,0,0,,2022-03-09 14:27:28.862,2022-03-09 14:27:28.862,2022-04-14 11:00:00,2022-04-14 09:00:00,127
1476,Morning Routine,0,0,0,,2022-03-09 14:27:28.871,2022-03-09 14:27:28.871,2022-04-15 11:00:00,2022-04-15 09:00:00,127
1477,Morning Routine,0,0,0,,2022-03-09 14:27:28.878,2022-03-09 14:27:28.878,2022-04-16 11:00:00,2022-04-16 09:00:00,127
1478,Morning Routine,0,0,0,,2022-03-09 14:27:28.886,2022-03-09 14:27:28.886,2022-04-17 11:00:00,2022-04-17 09:00:00,127
1479,Morning Routine,0,0,0,,2022-03-09 14:27:28.892,2022-03-09 14:27:28.892,2022-04-18 11:00:00,2022-04-18 09:00:00,127
1480,Morning Routine,0,0,0,,2022-03-09 14:27:28.899,2022-03-09 14:27:28.899,2022-04-19 11:00:00,2022-04-19 09:00:00,127
1481,Morning Routine,0,0,0,,2022-03-09 14:27:28.906,2022-03-09 14:27:28.906,2022-04-20 11:00:00,2022-04-20 09:00:00,127
1482,Morning Routine,0,0,0,,2022-03-09 14:27:28.913,2022-03-09 14:27:28.913,2022-04-21 11:00:00,2022-04-21 09:00:00,127
1483,Morning Routine,0,0,0,,2022-03-09 14:27:28.92,2022-03-09 14:27:28.92,2022-04-22 11:00:00,2022-04-22 09:00:00,127
1484,Morning Routine,0,0,0,,2022-03-09 14:27:28.927,2022-03-09 14:27:28.927,2022-04-23 11:00:00,2022-04-23 09:00:00,127
1485,Morning Routine,0,0,0,,2022-03-09 14:27:28.935,2022-03-09 14:27:28.934,2022-04-24 11:00:00,2022-04-24 09:00:00,127
1486,Morning Routine,0,0,0,,2022-03-09 14:27:28.941,2022-03-09 14:27:28.941,2022-04-25 11:00:00,2022-04-25 09:00:00,127
1487,Morning Routine,0,0,0,,2022-03-09 14:27:28.948,2022-03-09 14:27:28.948,2022-04-26 11:00:00,2022-04-26 09:00:00,127
1488,Morning Routine,0,0,0,,2022-03-09 14:27:28.959,2022-03-09 14:27:28.959,2022-04-27 11:00:00,2022-04-27 09:00:00,127
1489,Morning Routine,0,0,0,,2022-03-09 14:27:28.976,2022-03-09 14:27:28.976,2022-04-28 11:00:00,2022-04-28 09:00:00,127
1490,Morning Routine,0,0,0,,2022-03-09 14:27:28.983,2022-03-09 14:27:28.983,2022-04-29 11:00:00,2022-04-29 09:00:00,127
1491,Morning Routine,0,0,0,,2022-03-09 14:27:28.99,2022-03-09 14:27:28.99,2022-04-30 11:00:00,2022-04-30 09:00:00,127
1492,Morning Routine,0,0,0,,2022-03-09 14:27:29.002,2022-03-09 14:27:29.002,2022-05-01 11:00:00,2022-05-01 09:00:00,127
1493,Morning Routine,0,0,0,,2022-03-09 14:27:29.008,2022-03-09 14:27:29.008,2022-05-02 11:00:00,2022-05-02 09:00:00,127
1494,Morning Routine,0,0,0,,2022-03-09 14:27:29.015,2022-03-09 14:27:29.015,2022-05-03 11:00:00,2022-05-03 09:00:00,127
1495,Morning Routine,0,0,0,,2022-03-09 14:27:29.022,2022-03-09 14:27:29.022,2022-05-04 11:00:00,2022-05-04 09:00:00,127
1496,Morning Routine,0,0,0,,2022-03-09 14:27:29.029,2022-03-09 14:27:29.029,2022-05-05 11:00:00,2022-05-05 09:00:00,127
1497,Morning Routine,0,0,0,,2022-03-09 14:27:29.037,2022-03-09 14:27:29.037,2022-05-06 11:00:00,2022-05-06 09:00:00,127
1498,Morning Routine,0,0,0,,2022-03-09 14:27:29.043,2022-03-09 14:27:29.043,2022-05-07 11:00:00,2022-05-07 09:00:00,127
1499,Morning Routine,0,0,0,,2022-03-09 14:27:29.05,2022-03-09 14:27:29.05,2022-05-08 11:00:00,2022-05-08 09:00:00,127
1500,Morning Routine,0,0,0,,2022-03-09 14:27:29.057,2022-03-09 14:27:29.057,2022-05-09 11:00:00,2022-05-09 09:00:00,127
2937,Eat Lunch,0,0,0,,2022-03-22 14:53:15.229,2022-03-22 14:53:15.229,2022-03-23 14:00:00,2022-03-23 13:00:00,125
2938,Eat Lunch,0,0,0,,2022-03-22 14:53:15.258,2022-03-22 14:53:15.258,2022-03-24 14:00:00,2022-03-24 13:00:00,125
2939,Eat Lunch,0,0,0,,2022-03-22 14:53:15.281,2022-03-22 14:53:15.281,2022-03-25 14:00:00,2022-03-25 13:00:00,125
2940,Eat Lunch,0,0,0,,2022-03-22 14:53:15.305,2022-03-22 14:53:15.305,2022-03-26 14:00:00,2022-03-26 13:00:00,125
2941,Eat Lunch,0,0,0,,2022-03-22 14:53:15.333,2022-03-22 14:53:15.333,2022-03-27 14:00:00,2022-03-27 13:00:00,125
2942,Eat Lunch,0,0,0,,2022-03-22 14:53:15.355,2022-03-22 14:53:15.355,2022-03-28 14:00:00,2022-03-28 13:00:00,125
2943,Eat Lunch,0,0,0,,2022-03-22 14:53:15.377,2022-03-22 14:53:15.377,2022-03-29 14:00:00,2022-03-29 13:00:00,125
2944,Eat Lunch,0,0,0,,2022-03-22 14:53:15.397,2022-03-22 14:53:15.397,2022-03-30 14:00:00,2022-03-30 13:00:00,125
2945,Eat Lunch,0,0,0,,2022-03-22 14:53:15.417,2022-03-22 14:53:15.417,2022-03-31 14:00:00,2022-03-31 13:00:00,125
2946,Eat Lunch,0,0,0,,2022-03-22 14:53:15.437,2022-03-22 14:53:15.437,2022-04-01 14:00:00,2022-04-01 13:00:00,125
2947,Eat Lunch,0,0,0,,2022-03-22 14:53:15.456,2022-03-22 14:53:15.456,2022-04-02 14:00:00,2022-04-02 13:00:00,125
2948,Eat Lunch,0,0,0,,2022-03-22 14:53:15.477,2022-03-22 14:53:15.477,2022-04-03 14:00:00,2022-04-03 13:00:00,125
2949,Eat Lunch,0,0,0,,2022-03-22 14:53:15.496,2022-03-22 14:53:15.496,2022-04-04 14:00:00,2022-04-04 13:00:00,125
2950,Eat Lunch,0,0,0,,2022-03-22 14:53:15.514,2022-03-22 14:53:15.514,2022-04-05 14:00:00,2022-04-05 13:00:00,125
2951,Eat Lunch,0,0,0,,2022-03-22 14:53:15.533,2022-03-22 14:53:15.533,2022-04-06 14:00:00,2022-04-06 13:00:00,125
2952,Eat Lunch,0,0,0,,2022-03-22 14:53:15.552,2022-03-22 14:53:15.552,2022-04-07 14:00:00,2022-04-07 13:00:00,125
2953,Eat Lunch,0,0,0,,2022-03-22 14:53:15.572,2022-03-22 14:53:15.572,2022-04-08 14:00:00,2022-04-08 13:00:00,125
2954,Eat Lunch,0,0,0,,2022-03-22 14:53:15.591,2022-03-22 14:53:15.591,2022-04-09 14:00:00,2022-04-09 13:00:00,125
2955,Eat Lunch,0,0,0,,2022-03-22 14:53:15.612,2022-03-22 14:53:15.612,2022-04-10 14:00:00,2022-04-10 13:00:00,125
2956,Eat Lunch,0,0,0,,2022-03-22 14:53:15.632,2022-03-22 14:53:15.633,2022-04-11 14:00:00,2022-04-11 13:00:00,125
2957,Eat Lunch,0,0,0,,2022-03-22 14:53:15.652,2022-03-22 14:53:15.652,2022-04-12 14:00:00,2022-04-12 13:00:00,125
2958,Eat Lunch,0,0,0,,2022-03-22 14:53:15.671,2022-03-22 14:53:15.671,2022-04-13 14:00:00,2022-04-13 13:00:00,125
2959,Eat Lunch,0,0,0,,2022-03-22 14:53:15.69,2022-03-22 14:53:15.69,2022-04-14 14:00:00,2022-04-14 13:00:00,125
