id,idType,idEndpoint,idMoment,idFlexibility,dateTiem,createdAt,updatedAt
252,80,84,87,25,2022-01-24 00:00:00,2022-01-24 11:29:19.268,2022-01-24 11:29:19.268
253,80,85,87,25,2022-01-28 00:00:00,2022-01-24 11:30:37.648,2022-01-24 11:30:37.648
254,80,84,87,25,2022-01-24 00:00:00,2022-01-24 11:30:37.647,2022-01-24 11:30:37.647
255,81,84,89,25,2022-01-24 00:00:00,2022-01-24 11:31:33.157,2022-01-24 11:31:33.157
256,81,84,89,25,2022-01-24 00:00:00,2022-01-24 11:47:30.053,2022-01-24 11:47:30.053
257,81,84,89,25,2022-02-10 00:00:00,2022-02-10 12:01:01.123,2022-02-10 12:01:01.126
258,81,84,89,25,2022-02-13 00:00:00,2022-02-13 11:56:18.592,2022-02-13 11:56:18.592
259,81,84,89,25,2022-02-13 00:00:00,2022-02-13 11:56:55.911,2022-02-13 11:56:55.911
260,81,84,89,25,2022-02-13 00:00:00,2022-02-13 12:13:29.831,2022-02-13 12:13:29.831
261,81,84,89,25,2022-02-13 00:00:00,2022-02-13 14:20:08.947,2022-02-13 14:20:08.947
262,81,84,89,25,2022-02-13 00:00:00,2022-02-13 17:10:25.4,2022-02-13 17:10:25.4
263,81,84,89,25,2022-02-07 00:00:00,2022-02-17 09:53:22.66,2022-02-17 09:53:22.66
264,81,84,89,25,2022-02-07 00:00:00,2022-02-17 09:54:26.718,2022-02-17 09:54:26.718
265,81,84,89,25,2022-02-23 00:00:00,2022-02-23 11:00:04.062,2022-02-23 11:00:04.062
266,81,84,89,25,2022-02-23 00:00:00,2022-02-23 13:39:59.937,2022-02-23 13:39:59.937
