123|Morning Routine|f|f|f||2021-12-30 01:34:02.442-05|2021-12-30 01:34:02.442-05|2021-12-30 10:00:00-05|2021-12-30 08:00:00-05|127
124|Morning Routine|f|f|f||2021-12-30 01:34:02.49-05|2021-12-30 01:34:02.49-05|2021-12-31 10:00:00-05|2021-12-31 08:00:00-05|127
125|Morning Routine|f|f|f||2021-12-30 01:34:02.516-05|2021-12-30 01:34:02.516-05|2022-01-01 10:00:00-05|2022-01-01 08:00:00-05|127
126|Morning Routine|f|f|f||2021-12-30 01:34:02.543-05|2021-12-30 01:34:02.543-05|2022-01-02 10:00:00-05|2022-01-02 08:00:00-05|127
127|Morning Routine|f|f|f||2021-12-30 01:34:02.573-05|2021-12-30 01:34:02.573-05|2022-01-03 10:00:00-05|2022-01-03 08:00:00-05|127
128|Morning Routine|f|f|f||2021-12-30 01:34:02.606-05|2021-12-30 01:34:02.606-05|2022-01-04 10:00:00-05|2022-01-04 08:00:00-05|127
129|Morning Routine|f|f|f||2021-12-30 01:34:02.636-05|2021-12-30 01:34:02.636-05|2022-01-05 10:00:00-05|2022-01-05 08:00:00-05|127
304|Morning Routine|f|f|f||2022-01-07 18:02:26.462-05|2022-01-07 18:02:26.462-05|2022-01-06 10:00:00-05|2022-01-06 08:00:00-05|127
305|Morning Routine|f|f|f||2022-01-07 18:02:26.478-05|2022-01-07 18:02:26.478-05|2022-01-07 10:00:00-05|2022-01-07 08:00:00-05|127
1163|Morning Joy|f|f|f||2022-01-08 18:46:05.402-05|2022-01-08 18:46:05.401-05|2022-01-10 08:00:00-05|2022-01-10 06:00:00-05|125
1164|Morning Joy|f|f|f||2022-01-08 18:46:05.421-05|2022-01-08 18:46:05.421-05|2022-01-11 08:00:00-05|2022-01-11 06:00:00-05|125
1165|Morning Joy|f|f|f||2022-01-08 18:46:05.433-05|2022-01-08 18:46:05.433-05|2022-01-12 08:00:00-05|2022-01-12 06:00:00-05|125
1166|Morning Joy|f|f|f||2022-01-08 18:46:05.445-05|2022-01-08 18:46:05.445-05|2022-01-13 08:00:00-05|2022-01-13 06:00:00-05|125
1167|Morning Joy|f|f|f||2022-01-08 18:46:05.458-05|2022-01-08 18:46:05.458-05|2022-01-14 08:00:00-05|2022-01-14 06:00:00-05|125
1168|Morning Joy|f|f|f||2022-01-08 18:46:05.47-05|2022-01-08 18:46:05.47-05|2022-01-17 08:00:00-05|2022-01-17 06:00:00-05|125
1169|Morning Joy|f|f|f||2022-01-08 18:46:05.482-05|2022-01-08 18:46:05.482-05|2022-01-18 08:00:00-05|2022-01-18 06:00:00-05|125
1170|Morning Joy|f|f|f||2022-01-08 18:46:05.494-05|2022-01-08 18:46:05.494-05|2022-01-19 08:00:00-05|2022-01-19 06:00:00-05|125
1171|Morning Joy|f|f|f||2022-01-08 18:46:05.506-05|2022-01-08 18:46:05.506-05|2022-01-20 08:00:00-05|2022-01-20 06:00:00-05|125
1172|Morning Joy|f|f|f||2022-01-08 18:46:05.518-05|2022-01-08 18:46:05.518-05|2022-01-21 08:00:00-05|2022-01-21 06:00:00-05|125
1173|Morning Joy|f|f|f||2022-01-08 18:46:05.53-05|2022-01-08 18:46:05.53-05|2022-01-24 08:00:00-05|2022-01-24 06:00:00-05|125
1174|Morning Joy|f|f|f||2022-01-08 18:46:05.541-05|2022-01-08 18:46:05.541-05|2022-01-25 08:00:00-05|2022-01-25 06:00:00-05|125
1175|Morning Joy|f|f|f||2022-01-08 18:46:05.553-05|2022-01-08 18:46:05.553-05|2022-01-26 08:00:00-05|2022-01-26 06:00:00-05|125
1176|Morning Joy|f|f|f||2022-01-08 18:46:05.565-05|2022-01-08 18:46:05.565-05|2022-01-27 08:00:00-05|2022-01-27 06:00:00-05|125
1177|Morning Joy|f|f|f||2022-01-08 18:46:05.578-05|2022-01-08 18:46:05.578-05|2022-01-28 08:00:00-05|2022-01-28 06:00:00-05|125
1178|Morning Joy|f|f|f||2022-01-08 18:46:05.589-05|2022-01-08 18:46:05.59-05|2022-01-31 08:00:00-05|2022-01-31 06:00:00-05|125
1179|Morning Joy|f|f|f||2022-01-08 18:46:05.603-05|2022-01-08 18:46:05.603-05|2022-02-01 08:00:00-05|2022-02-01 06:00:00-05|125
1180|Morning Joy|f|f|f||2022-01-08 18:46:05.617-05|2022-01-08 18:46:05.617-05|2022-02-02 08:00:00-05|2022-02-02 06:00:00-05|125
1181|Morning Joy|f|f|f||2022-01-08 18:46:05.628-05|2022-01-08 18:46:05.628-05|2022-02-03 08:00:00-05|2022-02-03 06:00:00-05|125
1182|Morning Joy|f|f|f||2022-01-08 18:46:05.64-05|2022-01-08 18:46:05.64-05|2022-02-04 08:00:00-05|2022-02-04 06:00:00-05|125
1183|Morning Joy|f|f|f||2022-01-08 18:46:05.651-05|2022-01-08 18:46:05.651-05|2022-02-07 08:00:00-05|2022-02-07 06:00:00-05|125
1184|Morning Joy|f|f|f||2022-01-08 18:46:05.663-05|2022-01-08 18:46:05.663-05|2022-02-08 08:00:00-05|2022-02-08 06:00:00-05|125
1185|Morning Joy|f|f|f||2022-01-08 18:46:05.675-05|2022-01-08 18:46:05.675-05|2022-02-09 08:00:00-05|2022-02-09 06:00:00-05|125
1186|Morning Joy|f|f|f||2022-01-08 18:46:05.687-05|2022-01-08 18:46:05.687-05|2022-02-10 08:00:00-05|2022-02-10 06:00:00-05|125
1187|Morning Joy|f|f|f||2022-01-08 18:46:05.699-05|2022-01-08 18:46:05.699-05|2022-02-11 08:00:00-05|2022-02-11 06:00:00-05|125
1188|Morning Joy|f|f|f||2022-01-08 18:46:05.711-05|2022-01-08 18:46:05.711-05|2022-02-14 08:00:00-05|2022-02-14 06:00:00-05|125
1189|Morning Joy|f|f|f||2022-01-08 18:46:05.723-05|2022-01-08 18:46:05.723-05|2022-02-15 08:00:00-05|2022-02-15 06:00:00-05|125
1190|Morning Joy|f|f|f||2022-01-08 18:46:05.736-05|2022-01-08 18:46:05.736-05|2022-02-16 08:00:00-05|2022-02-16 06:00:00-05|125
1191|Morning Joy|f|f|f||2022-01-08 18:46:05.747-05|2022-01-08 18:46:05.747-05|2022-02-17 08:00:00-05|2022-02-17 06:00:00-05|125
1192|Morning Joy|f|f|f||2022-01-08 18:46:05.759-05|2022-01-08 18:46:05.759-05|2022-02-18 08:00:00-05|2022-02-18 06:00:00-05|125
1193|Morning Joy|f|f|f||2022-01-08 18:46:05.772-05|2022-01-08 18:46:05.772-05|2022-02-21 08:00:00-05|2022-02-21 06:00:00-05|125
1194|Morning Joy|f|f|f||2022-01-08 18:46:05.784-05|2022-01-08 18:46:05.784-05|2022-02-22 08:00:00-05|2022-02-22 06:00:00-05|125
1195|Morning Joy|f|f|f||2022-01-08 18:46:05.796-05|2022-01-08 18:46:05.796-05|2022-02-23 08:00:00-05|2022-02-23 06:00:00-05|125
1196|Morning Joy|f|f|f||2022-01-08 18:46:05.82-05|2022-01-08 18:46:05.82-05|2022-02-24 08:00:00-05|2022-02-24 06:00:00-05|125
1197|Morning Joy|f|f|f||2022-01-08 18:46:05.858-05|2022-01-08 18:46:05.858-05|2022-02-25 08:00:00-05|2022-02-25 06:00:00-05|125
1198|Morning Joy|f|f|f||2022-01-08 18:46:05.887-05|2022-01-08 18:46:05.887-05|2022-02-28 08:00:00-05|2022-02-28 06:00:00-05|125
1199|Morning Joy|f|f|f||2022-01-08 18:46:05.903-05|2022-01-08 18:46:05.903-05|2022-03-01 08:00:00-05|2022-03-01 06:00:00-05|125
1200|Morning Joy|f|f|f||2022-01-08 18:46:05.917-05|2022-01-08 18:46:05.917-05|2022-03-02 08:00:00-05|2022-03-02 06:00:00-05|125
1201|Morning Joy|f|f|f||2022-01-08 18:46:05.931-05|2022-01-08 18:46:05.931-05|2022-03-03 08:00:00-05|2022-03-03 06:00:00-05|125
1202|Morning Joy|f|f|f||2022-01-08 18:46:05.944-05|2022-01-08 18:46:05.944-05|2022-03-04 08:00:00-05|2022-03-04 06:00:00-05|125
1203|Morning Joy|f|f|f||2022-01-08 18:46:05.956-05|2022-01-08 18:46:05.956-05|2022-03-07 08:00:00-05|2022-03-07 06:00:00-05|125
1204|Morning Joy|f|f|f||2022-01-08 18:46:05.969-05|2022-01-08 18:46:05.969-05|2022-03-08 08:00:00-05|2022-03-08 06:00:00-05|125
1205|Morning Joy|f|f|f||2022-01-08 18:46:05.981-05|2022-01-08 18:46:05.981-05|2022-03-09 08:00:00-05|2022-03-09 06:00:00-05|125
1206|Morning Joy|f|f|f||2022-01-08 18:46:05.994-05|2022-01-08 18:46:05.994-05|2022-03-10 08:00:00-05|2022-03-10 06:00:00-05|125
1207|Morning Joy|f|f|f||2022-01-08 18:46:06.007-05|2022-01-08 18:46:06.007-05|2022-03-11 08:00:00-05|2022-03-11 06:00:00-05|125
1208|Night Routine|f|f|f||2022-01-08 18:46:13.713-05|2022-01-08 18:46:13.713-05|2022-01-08 22:00:00-05|2022-01-08 21:00:00-05|127
