145|221|80|292||2022-03-24 14:26:03.969-04|2022-03-24 14:26:03.969-04
146|222|80|295||2022-03-24 21:13:13.633-04|2022-03-24 21:13:13.633-04
147|225|80|299|298|2022-03-26 11:20:03.517-04|2022-03-26 11:20:03.517-04
148|226|80|301|300|2022-03-26 11:22:23.777-04|2022-03-26 11:22:23.777-04
149|227|80|303|302|2022-03-26 11:29:14.981-04|2022-03-26 11:29:14.981-04
150|228|80|305|304|2022-03-26 11:44:45.342-04|2022-03-26 11:44:45.342-04
151|229|80|306|307|2022-04-01 13:47:42.925-04|2022-04-01 13:47:42.925-04
152|230|80|308|309|2022-04-04 08:20:10.317-04|2022-04-04 08:20:10.317-04
153|231|80|310|311|2022-04-04 23:46:59.034-04|2022-04-04 23:46:59.034-04
154|232|80|312|313|2022-04-05 22:50:19.45-04|2022-04-05 22:50:19.45-04
155|233|80|314|315|2022-04-07 10:01:11.177-04|2022-04-07 10:01:11.177-04
156|234|80|318|319|2022-04-07 17:52:48.065-04|2022-04-07 17:52:48.065-04
157|235|80|320|321|2022-04-07 17:53:00.288-04|2022-04-07 17:53:00.288-04
158|236|80|322|323|2022-04-07 17:54:19.606-04|2022-04-07 17:54:19.606-04
159|237|80|324|325|2022-04-12 07:28:59.637-04|2022-04-12 07:28:59.637-04
160|238|80|326|327|2022-04-12 08:40:29.076-04|2022-04-12 08:40:29.076-04
162|239|80|330|331|2022-04-12 19:50:32.997-04|2022-04-12 19:50:32.997-04
163|240|80|332|333|2022-04-13 09:04:11.962-04|2022-04-13 09:04:11.962-04
164|241|80|334|335|2022-04-13 10:22:13.311-04|2022-04-13 10:22:13.311-04
165|242|80|336|337|2022-04-15 12:00:37.765-04|2022-04-15 12:00:37.765-04
166|243|80|338|339|2022-04-15 12:02:08.708-04|2022-04-15 12:02:08.708-04
167|244|80|340|341|2022-04-15 12:02:41.861-04|2022-04-15 12:02:41.861-04
168|245|80|342|343|2022-04-15 15:44:23.292-04|2022-04-15 15:44:23.292-04
169|246|80|344|345|2022-04-15 15:44:33.652-04|2022-04-15 15:44:33.652-04
170|247|80|347|346|2022-04-20 10:54:24.275-04|2022-04-20 10:54:24.275-04
171|248|80|348||2022-04-20 10:55:19.221-04|2022-04-20 10:55:19.221-04
172|249|80|350|349|2022-04-20 15:21:28.05-04|2022-04-20 15:21:28.05-04
173|250|80|351|352|2022-04-21 10:40:19.606-04|2022-04-21 10:40:19.606-04
174|251|80|354|353|2022-04-22 10:01:10.74-04|2022-04-22 10:01:10.74-04
175|252|80|355|356|2022-04-22 12:40:00.319-04|2022-04-22 12:40:00.319-04
176|254|80|358|357|2022-04-26 08:42:49.905-04|2022-04-26 08:42:49.906-04
177|256|80|359|360|2022-04-27 12:54:46.029-04|2022-04-27 12:54:46.029-04
178|257|80|361|362|2022-04-27 12:55:19.449-04|2022-04-27 12:55:19.449-04
179|255|80|364|363|2022-04-27 13:00:29.42-04|2022-04-27 13:00:29.42-04
180|253|80|372|371|2022-04-28 17:02:33.102-04|2022-04-28 17:02:33.102-04
181|260|80|374|373|2022-05-06 18:20:10.275-04|2022-05-06 18:20:10.275-04
