8|3|40|2022-05-22 00:00:00-04|t|2022-01-08 18:11:36.419-05|2022-03-22 09:22:47.366157-04|f
7|1|19|2022-05-22 00:00:00-04|t|2022-01-07 17:43:32.227-05|2022-03-22 09:23:27.339154-04|f
9|5|47|2022-03-25 00:00:00-04|t|2022-03-22 10:13:06.093-04|2022-03-22 14:53:17.763913-04|f
