2|Get ready||f|2021-07-29 15:19:12.65-04|2021-07-29 15:19:12.65-04||
1|Morning Routine||f|2021-07-28 14:10:39.183-04|2022-01-07 16:31:18.137285-05||
3|Night Routine||f|2022-01-08 18:08:15.391-05|2022-01-08 18:45:29.626612-05||
4|Workblock 1|First timeblock for work of the day|t|2022-03-22 09:21:04.764-04|2022-03-22 10:09:32.718771-04||
5|Workblock 1|First timeblock for work of the day|f|2022-03-22 10:10:40.873-04|2022-03-22 10:26:51.820754-04||
