138|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:42:57.463-05|2022-01-07 16:42:57.463-05
139|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:43:04.948-05|2022-01-07 16:43:04.948-05
140|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:43:04.948-05|2022-01-07 16:43:04.948-05
141|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:43:04.948-05|2022-01-07 16:43:04.948-05
142|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:43:17.35-05|2022-01-07 16:43:17.35-05
143|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:43:17.35-05|2022-01-07 16:43:17.35-05
144|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:43:17.35-05|2022-01-07 16:43:17.35-05
145|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:43:25.435-05|2022-01-07 16:43:25.435-05
146|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:43:25.434-05|2022-01-07 16:43:25.435-05
147|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:43:25.434-05|2022-01-07 16:43:25.434-05
148|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:43:29.615-05|2022-01-07 16:43:29.615-05
149|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:43:29.615-05|2022-01-07 16:43:29.615-05
150|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:43:29.615-05|2022-01-07 16:43:29.615-05
151|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:48:33.6-05|2022-01-07 16:48:33.6-05
152|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:48:33.6-05|2022-01-07 16:48:33.6-05
153|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:48:33.6-05|2022-01-07 16:48:33.6-05
154|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:49:51.092-05|2022-01-07 16:49:51.092-05
155|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:49:51.092-05|2022-01-07 16:49:51.092-05
156|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:49:51.091-05|2022-01-07 16:49:51.091-05
157|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:50:08.419-05|2022-01-07 16:50:08.419-05
158|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:50:08.419-05|2022-01-07 16:50:08.419-05
159|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:50:08.419-05|2022-01-07 16:50:08.419-05
160|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:52:01.741-05|2022-01-07 16:52:01.741-05
161|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:52:01.741-05|2022-01-07 16:52:01.741-05
162|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:52:01.74-05|2022-01-07 16:52:01.74-05
163|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:52:20.808-05|2022-01-07 16:52:20.808-05
164|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:52:20.808-05|2022-01-07 16:52:20.808-05
165|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:52:20.808-05|2022-01-07 16:52:20.808-05
166|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:56:18.71-05|2022-01-07 16:56:18.71-05
167|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:56:18.71-05|2022-01-07 16:56:18.71-05
168|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:56:18.709-05|2022-01-07 16:56:18.709-05
169|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:58:13.596-05|2022-01-07 16:58:13.596-05
170|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:58:13.596-05|2022-01-07 16:58:13.596-05
171|80|84|87|25|2022-01-07 00:00:00-05|2022-01-07 16:58:13.595-05|2022-01-07 16:58:13.595-05
172|80|85|88|25|2022-01-07 10:00:00-05|2022-01-07 16:58:33.188-05|2022-01-07 16:58:33.188-05
173|80|84|88|25|2022-01-07 08:00:00-05|2022-01-07 16:58:33.188-05|2022-01-07 16:58:33.188-05
